com,sim_content,sin_comment,word_count,duplicate_word_ratio,no_of_sentences,length_of_comment,num_of_punctuations,is_period_sequence,stop_word_ratio,post_coment_gap,black_word_count,is_link,is_youtube_link,is_number,is_mail,comment_duplication,classifier_val 
UgxlWs_rmEKBlp-r0tR4AaABAg,0.2699885289599764,0.33632578124870993,15,0.0,3,85,0,0,0.13333333333333333,609.6833333333333,1,0,0,0,0,0,0
UgzdF_f2APDejHJS1xF4AaABAg,0.02063599057538664,0.02181785918328449,1,0.0,1,5,0,0,0.0,608.2166666666667,0,0,0,0,0,0,0
UgwPcCoKyp8jY144nd14AaABAg,0.3073185347639206,0.36697129864697114,10,0.19999999999999996,1,52,0,0,0.4,606.6833333333333,0,0,0,0,0,0,0
Ugw13bv-3jJ5VnfnesF4AaABAg,0.3195297238019662,0.38515744485779757,18,0.0,1,109,0,0,0.1111111111111111,605.7666666666667,1,0,0,0,0,0,0
UgzJoCyDYIcPQ2VSCb94AaABAg,0.24882657406337372,0.3496671940825431,10,0.0,1,64,0,0,0.1,605.3166666666667,0,0,0,0,0,0,0
UgyD114awgVWqSj1hp14AaABAg,0.43325509135795653,0.4590052785428309,40,0.0,1,238,0,0,0.1,603.75,1,0,0,0,0,0,0
UgyodBpxyJ-aj6tyZUh4AaABAg,0.43374983964196645,0.4647666631354278,61,0.08196721311475408,12,342,2,0,0.14754098360655737,600.7333333333333,3,0,0,0,0,0,0
UgxbK-zjb9XC_JckRTd4AaABAg,0.3816052703839993,0.4126087190998112,21,0.0,1,148,0,0,0.047619047619047616,598.15,0,0,0,0,0,0,0
UgwWGg19qgYqu49LfJp4AaABAg,0.1925655423003582,0.3721877954208611,5,0.0,1,34,0,0,0.2,597.3333333333334,1,0,0,0,0,0,0
UgxTS5syqFdqN8i7yn94AaABAg,0.40014952930847414,0.45939638840625735,23,0.0,4,145,0,1,0.043478260869565216,597.0666666666667,1,0,0,0,0,0.013273770125640239,0
Ugx61HZiAsw_j6-GIZ54AaABAg,0.17200014298601293,0.1433240319998548,4,0.0,1,23,0,0,0.0,596.8333333333334,0,0,0,0,0,0.0,0
UgwpXMFJ2ZYGMXk8qW14AaABAg,0.39774060303109054,0.41328171572465794,29,0.06896551724137934,5,164,0,0,0.10344827586206896,596.5833333333334,1,0,0,0,0,0,0
UgwWmzFOztoxGdo3ZJB4AaABAg,0.457617695958517,0.5085173392257973,27,0.03703703703703709,4,160,0,1,0.037037037037037035,596.3833333333333,1,0,0,0,0,0,0
Ugydk198_-5jXpUOCYF4AaABAg,0.13985623102172384,0.2887724251000407,5,0.0,1,28,0,0,0.0,595.3166666666667,0,0,0,0,0,0,0
UgyxDAbc2qQWDRAgkyR4AaABAg,0.4399533747451465,0.4433415133640383,25,0.0,3,159,0,0,0.0,594.3,2,0,0,0,0,0,0
UgwJcC_FwrqtbLxB2e94AaABAg,0.535136759778265,0.593951392171468,76,0.22368421052631582,8,491,6,1,0.0,594.85,2,0,0,0,0,0,0
UgxMHoQVk-AkEjNJXRV4AaABAg,0.18075734574755506,0.2529034989324482,8,0.0,1,48,0,0,0.0,593.2666666666667,0,0,0,0,0,0,0
UgzNqjYzt_wjG6WmeVR4AaABAg,0.4118513508289667,0.4441306002912454,26,0.0,3,190,3,0,0.038461538461538464,592.6833333333333,0,0,0,0,0,0,0
UgwP5ri6FwYJYil_y654AaABAg,0.2960556330560157,0.22980034793970486,46,0.10869565217391308,5,250,2,0,0.0,591.7833333333333,3,0,0,0,0,0,0
UgyVOz_aSotGetYa9LJ4AaABAg,0.4653309757601116,0.5250522451756071,32,0.03125,4,200,0,1,0.0,589.3666666666667,0,0,0,0,0,0,0
Ugwmh9ulAJK2qnAddpJ4AaABAg,0.23500543937767157,0.2780405984951969,9,0.0,1,50,0,0,0.1111111111111111,586.85,0,0,0,0,0,0,0
Ugw12PkwOtAD4sD8S5h4AaABAg,0.31004258229011017,0.4129747453268607,9,0.0,1,50,0,0,0.1111111111111111,586.0666666666667,0,0,0,0,0,0,0
UgwUHfCupWiFWjmi3dB4AaABAg,0.1358471688292419,0.1776637219991592,3,0.0,1,22,0,1,0.0,585.1,0,0,0,0,0,0,0
UgyK3EV9hPDGzNHNEt14AaABAg,0.443579888506052,0.3945263167520549,27,0.11111111111111116,4,149,1,1,0.037037037037037035,584.85,6,0,0,0,0,0,0
UgyAUbBjJkcJVmcv2GZ4AaABAg,0.13064171521538198,0.23559161879768536,3,0.0,1,16,0,0,0.0,584.6,0,0,0,0,0,0,0
Ugwu2499kqsCPbA7Px14AaABAg,0.1489948454274098,0.28013845578317353,5,0.0,1,26,0,0,0.2,583.85,0,0,0,0,0,0,0
UgwkZkWdyPZkQNYMEJx4AaABAg,0.5221285737025653,0.5647591653488457,71,0.19718309859154926,1,426,2,0,0.014084507042253521,583.5,1,0,0,0,0,0,0
UgwkwUY7I6vDD8LnREt4AaABAg,0.31568232648053435,0.3759025907659289,15,0.0,1,87,0,0,0.0,582.8833333333333,2,0,0,0,0,0.0,0
UgyzxcSyd0MNpTDqrQF4AaABAg,0.3433177667837745,0.35410703690794176,27,0.2962962962962963,1,156,0,0,0.0,582.5666666666667,1,0,0,0,0,0,0
UgxVP2mL8HGx3PPUwcN4AaABAg,0.44262509392212784,0.4777762722791458,27,0.11111111111111116,2,190,1,1,0.0,582.4333333333333,1,0,0,0,0,0,0
UgxJsa-rqZiAcLZqc1l4AaABAg,0.37054948825855594,0.455378722411352,30,0.0,4,178,0,1,0.1,582.1666666666666,0,0,0,0,0,0,0
UgygBp1p6tuCyllYM3Z4AaABAg,0.29808310854749237,0.3308660157126532,15,0.0,1,97,0,0,0.0,581.8333333333334,0,0,0,0,0,0,0
Ugx9sdfbGAIznT0D5d14AaABAg,0.31455710632453865,0.3026675637184276,15,0.0,2,89,0,1,0.13333333333333333,581.4333333333333,0,0,0,0,0,0,0
Ugzcqx4i8trfOtkoJOZ4AaABAg,0.0992240052022937,0.08874380601273253,3,0.0,1,19,0,1,0.0,580.5,0,0,0,0,0,0,0
UgyK7ceXVKMIEKurjXp4AaABAg,0.30371815115443435,0.2871155486759009,28,0.0,2,151,4,1,0.0,580.1,0,0,0,0,0,0,0
UgyEbn6AGrbA7u3lw9F4AaABAg,0.5757022692556558,0.6066587088412347,58,0.08620689655172409,1,340,0,0,0.0,578.5,6,0,0,0,0,0,0
UgxDpmnZrZdIqdeuV2V4AaABAg,0.15052639128500422,0.19777948231767498,10,0.0,1,57,0,1,0.1,577.3,0,0,0,0,0,0,0
Ugw1F9HwMp2GRFO6Del4AaABAg,0.1853850044287249,0.26789725989908514,5,0.0,1,31,0,1,0.0,576.75,0,0,0,0,0,0,0
UgwCbbE4awNRUcelNf54AaABAg,0.6158849977650974,0.6447420395364235,114,0.14035087719298245,9,672,7,0,0.017543859649122806,591.65,2,0,0,0,0,0,0
Ugwx1Rsjbzqo7oK7mcl4AaABAg,0.4102957763182544,0.4701505962279919,46,0.10869565217391308,8,297,0,1,0.043478260869565216,576.95,1,0,0,0,0,0,0
Ugw8aOBHgp8rIwcf8g94AaABAg,0.3499592195664298,0.4136776430501362,11,0.0,1,61,0,0,0.2727272727272727,574.6166666666667,1,0,0,0,0,0,0
Ugwsd8lMD3uEz4uReld4AaABAg,0.561191245523301,0.5730776781740755,46,0.08695652173913049,7,265,1,1,0.08695652173913043,574.4333333333333,5,0,0,0,0,0,0
UgzkcXmwj0C4NneALwV4AaABAg,0.20165098315793323,0.27931432426399294,9,0.0,1,52,0,0,0.2222222222222222,573.15,2,0,0,0,0,0,0
UgymBAFZYGqyHhSlAu54AaABAg,0.4149247421530878,0.5000795097972055,62,0.12903225806451613,7,334,2,1,0.0967741935483871,601.2833333333333,2,0,0,0,0,0,0
UgwSYHewGO8ruPYUN8B4AaABAg,0.0969399299234439,0.11255073124024989,3,0.0,1,14,0,0,0.0,571.2666666666667,0,0,0,0,0,0.12437658947599427,0
UgzhcqguQQnuCVrCsYh4AaABAg,0.3001656518136003,0.3931039515458098,18,0.05555555555555558,1,102,0,0,0.0,571.2166666666667,0,0,0,0,0,0,0
UgziM3dd2SDAEdtRVKF4AaABAg,0.11667460029805463,0.19492170660008543,4,0.0,1,23,0,1,0.0,569.3833333333333,0,0,0,0,0,0,0
UgwDmknH7rJHGwuKNsV4AaABAg,0.12864372481987368,0.15907616174126094,5,0.0,1,33,0,0,0.0,568.1833333333333,0,0,0,0,0,0,0
UgxNEe1n9eb92H3-LOx4AaABAg,0.4041852886806597,0.421899623662442,46,0.04347826086956519,1,247,0,0,0.043478260869565216,568.1,4,0,0,0,0,0,0
Ugzvo8dXE5Eqa_49EtV4AaABAg,0.34362480537107754,0.3335474108370557,23,0.08695652173913049,3,120,0,0,0.08695652173913043,568.0833333333334,0,0,0,0,0,0,0
UgwBgGLlGt8J71KOxDh4AaABAg,0.16902422474025292,0.21741312198062318,11,0.09090909090909094,2,59,0,1,0.18181818181818182,565.9166666666666,0,0,0,0,0,0,0
UgweTPkYM-nadYdP5QR4AaABAg,0.4225203513694425,0.5237184935816823,41,0.07317073170731703,6,243,0,0,0.07317073170731707,565.8,3,0,0,0,0,0,0
UgxK9V2EQl3aY2zKM1d4AaABAg,0.2682065508656098,0.2956383684249835,8,0.0,2,47,4,1,0.125,562.8,1,0,0,0,0,0,0
Ugxt_foA1FRmuNi97cp4AaABAg,0.39019375222318137,0.46956136734428555,52,0.09615384615384615,3,288,0,1,0.07692307692307693,562.0666666666667,1,0,0,0,0,0.03087657460121122,0
Ugy5o2rqvHgnDHoC88J4AaABAg,0.3504800195281353,0.4344323218294492,26,0.0,4,150,0,1,0.11538461538461539,562.6,1,0,0,0,0,0.0480950980833439,0
Ugx1Dwcsawml-hKGM014AaABAg,0.12546186171961413,0.16388377165022505,4,0.0,1,24,0,0,0.0,560.0333333333333,0,0,0,0,0,0.12437658947599427,0
UgyAU4R87QEZcPxMEk54AaABAg,0.4394434038667647,0.4493363505629834,31,0.09677419354838712,4,188,0,0,0.0,558.7,3,0,0,0,0,0,0
UgwuGQgeCu2FDcS-ryN4AaABAg,0.3875188712876847,0.4107139199974699,14,0.0,2,85,0,1,0.0,557.8,1,0,0,0,0,0.0,0
UgwlqD5Ob1Ye_OOct1d4AaABAg,0.45785856385092677,0.4496373598967734,46,0.15217391304347827,1,258,0,0,0.0,555.2833333333333,0,0,0,0,0,0,0
Ugy2YewN_5yXJ2LvfBh4AaABAg,0.19160910018466093,0.21712214605537258,4,0.0,1,28,0,0,0.0,555.2833333333333,0,0,0,0,0,0,0
UgwxGTo4V_hceVoZy614AaABAg,0.3806147758471523,0.4467762322485892,21,0.09523809523809523,2,127,3,1,0.14285714285714285,555.0166666666667,3,0,0,0,0,0,0
UgwksIwA4G1iirYpZ_94AaABAg,0.1971935713666947,0.2943107905181712,6,0.0,1,43,0,0,0.0,554.6333333333333,0,0,0,0,0,0,0
UgxNha7EDWJBEXof2NZ4AaABAg,0.5068369718392629,0.543429174539819,65,0.23076923076923073,4,394,0,0,0.0,554.6,2,0,0,0,0,0,0
Ugx2-6RcRy3EVW2BJG94AaABAg,0.2307342648270347,0.2537068229374135,4,0.0,1,20,0,0,0.5,554.3833333333333,1,0,0,0,0,0.0,0
Ugys00lcqtwGvZIKaWZ4AaABAg,0.11484281209317165,0.1789127345819751,9,0.0,1,45,5,0,0.0,555.1,0,0,0,0,0,0,0
UgxPlLr8cA57GwwStyF4AaABAg,0.37960063609949507,0.4000428378956632,21,0.09523809523809523,1,108,0,1,0.047619047619047616,552.1,1,0,0,0,0,0,0
UgxV9ZUTERaqpf68LVp4AaABAg,0.3271269337286963,0.3151659570336361,39,0.1282051282051282,1,261,7,1,0.05128205128205128,551.8833333333333,1,0,0,0,0,0,0
UgxPefQyZSRvBeC-P7R4AaABAg,0.46459513385997453,0.46098513692428383,39,0.05128205128205132,3,253,1,1,0.0,550.7666666666667,1,0,0,0,0,0,0
UgwRnwoIqhfhCcuXVqV4AaABAg,0.29372046839299626,0.30122044553070815,8,0.0,1,45,0,0,0.0,550.6,1,0,0,0,0,0,0
UgwQOe8NoxGeChRAC_Z4AaABAg,0.33573999799848653,0.37358845015242,23,0.04347826086956519,1,130,0,1,0.043478260869565216,550.5333333333333,0,0,0,0,0,0,0
UgzpTPYXl1tEg6rCyZB4AaABAg,0.4655801861517543,0.45787041840710857,41,0.024390243902439046,3,246,0,1,0.0,549.8166666666667,2,0,0,0,0,0,0
UgzqYX2HMF0noiN2gCx4AaABAg,0.2164944197362763,0.2762223181367255,11,0.0,3,60,0,1,0.09090909090909091,549.4666666666667,1,0,0,0,0,0,0
Ugxa4HGNHYlXzaHMIwN4AaABAg,0.5877785398194336,0.6198031026012805,112,0.1517857142857143,8,685,3,0,0.09821428571428571,549.2833333333333,2,0,0,0,0,0,0
UgyxWDgOZLhzgd9naL94AaABAg,0.25592444870739034,0.31249120987992124,17,0.05882352941176472,3,86,0,1,0.17647058823529413,547.2333333333333,1,0,0,0,0,0,0
UgyWOfhk5EEFXkgLA7Z4AaABAg,0.19201027318637526,0.20549453421948663,13,0.15384615384615385,1,91,0,0,0.0,547.6,1,0,0,0,0,0,0
Ugz4HtFCzXvn47ixUph4AaABAg,0.3698160334196239,0.3922129714909262,18,0.05555555555555558,2,114,0,1,0.05555555555555555,546.65,3,0,0,0,0,0,0
UgyI-SToozYa_yrGVtl4AaABAg,0.47502339577900515,0.5160117623869654,38,0.0,4,235,0,0,0.05263157894736842,545.5,1,0,0,0,0,0,0
Ugx9j0zvaf41aNunqmN4AaABAg,0.26962780329556146,0.30540193862645193,20,0.09999999999999998,1,104,0,0,0.25,544.1666666666666,2,0,0,0,0,0.0,0
UgxySzRy65ifUiIGqIZ4AaABAg,0.6700047310322664,0.7007384353037848,132,0.2727272727272727,10,746,1,0,0.06060606060606061,543.8833333333333,7,0,0,0,0,0,0
UgykFuMgl7n90kGXebJ4AaABAg,0.1804001526808406,0.28573431037851543,5,0.0,1,26,0,0,0.0,543.7833333333333,0,0,0,0,0,0,0
Ugz0iS-SZ2AFS2pKQal4AaABAg,0.32210356813771557,0.33671086827123015,8,0.0,1,47,0,0,0.125,541.7166666666667,2,0,0,0,0,0,0
Ugzw1fJ1OADEre26R9N4AaABAg,0.22640861036402868,0.14799072551915846,8,0.0,1,51,0,0,0.0,541.1166666666667,2,0,0,0,0,0,0
UgzNpRol5F9i1xYAq814AaABAg,0.3803774042663798,0.3843444364207038,18,0.0,1,97,0,0,0.0,540.7833333333333,2,0,0,0,0,0,0
UgyOTeA3oI9iIOlQh9Z4AaABAg,0.26559504377631954,0.30067933477955766,12,0.0,2,74,0,0,0.0,539.4,0,0,0,0,0,0,0
UgzF4sR6fODWP49vf4l4AaABAg,0.3520649870466612,0.3497301489165976,20,0.050000000000000044,3,135,0,1,0.0,539.05,0,0,0,0,0,0,0
Ugx_h0Zyl6K81jPqMQR4AaABAg,0.1183868332654248,0.24186527176888087,8,0.0,2,44,0,1,0.0,537.5,0,0,0,0,0,0,0
Ugw0aRkwSmei169cach4AaABAg,0.3429337473266488,0.31671083918019965,15,0.1333333333333333,1,71,0,0,0.0,536.65,3,0,0,0,0,0,0
UgxCX69MKYPGaVjBnHl4AaABAg,0.18731420953038588,0.2383740178565403,7,0.0,1,48,0,0,0.0,536.1666666666666,0,0,0,0,0,0,0
Ugw9Cdn2cXQZ4bxxA1F4AaABAg,0.038902163536684374,0.05142880655291567,3,0.0,1,14,0,0,0.3333333333333333,535.9833333333333,1,0,0,0,0,0,0
Ugxg4t0Mo43MCL8VJlZ4AaABAg,0.34246944447200844,0.3352785365445643,16,0.0,2,95,0,0,0.0,534.0,1,0,0,0,0,0,0
UgwGJrJ9ReR7SE9NRlN4AaABAg,0.5688407612821382,0.535528589265371,113,0.18584070796460173,12,608,1,1,0.10619469026548672,537.1166666666667,10,0,0,0,0,0,0
UgxBz7ahh2NGaSVsuYZ4AaABAg,0.2342909007802377,0.31400292107913413,6,0.0,1,40,0,1,0.0,532.8166666666667,0,0,0,0,0,0,0
Ugw4fQMzAnsPsUmWDa54AaABAg,0.3546650677859781,0.3051244656787233,9,0.0,1,58,1,0,0.1111111111111111,531.4333333333333,0,0,0,0,0,0,0
Ugw7EsbJSEsp4tnBY4d4AaABAg,0.06064970829759215,0.07690363876967478,3,0.33333333333333337,1,12,0,0,0.0,530.0666666666667,0,0,0,0,0,0,0
Ugytr38sLIkxAtJVT_R4AaABAg,0.16795893482667748,0.16846167054750352,9,0.11111111111111116,1,55,0,0,0.2222222222222222,529.5833333333334,0,0,0,0,0,0,0
Ugzwl4Bs5PRjaGm7URJ4AaABAg,0.3354702327430726,0.32204856769519014,22,0.045454545454545414,5,134,0,1,0.045454545454545456,576.85,2,0,0,0,0,0,0
Ugz8p6lLFw0w3JY6jJV4AaABAg,0.32916086097102926,0.3051778842769914,42,0.04761904761904767,5,237,0,1,0.07142857142857142,527.2166666666667,1,0,0,0,0,0,0
UgwRMDkoGniidHWQgRl4AaABAg,0.30817549327664323,0.33475818362409726,32,0.09375,5,158,0,1,0.03125,527.2,1,0,0,0,0,0,0
UgzftmxAwduSBeOnl4N4AaABAg,0.33434353038825504,0.35544082456135545,15,0.1333333333333333,2,79,0,1,0.13333333333333333,526.9666666666667,3,0,0,0,0,0,0
Ugw1ThTXgLnz9mvxTk54AaABAg,0.3524371444777266,0.3612030626051622,8,0.0,1,48,1,0,0.0,525.4833333333333,0,0,0,0,0,0,0
UgxBONiLBL-x8HcWH-B4AaABAg,0.1831382028096202,0.18027202996449782,5,0.0,1,25,1,1,0.0,525.25,0,0,0,0,0,0,0
UgyyRNI_qpIc3zFhuYd4AaABAg,0.04264896099817451,0.07897067438027125,3,0.0,1,18,0,0,0.3333333333333333,524.8,1,0,0,0,0,0,0
UgzTTAPhChQjfnr7cW54AaABAg,0.18803015934387277,0.22061560064290442,6,0.0,1,30,0,0,0.16666666666666666,523.6166666666667,0,0,0,0,0,0.0,0
UgxH8u0zLpHGLMxFbAp4AaABAg,0.31812857215068846,0.32029569421139337,9,0.0,2,57,0,1,0.0,523.2666666666667,0,0,0,0,0,0,0
UgxfkzIEqUweHtyTSnJ4AaABAg,0.21680864175354403,0.27192500080835186,22,0.045454545454545414,1,124,0,0,0.18181818181818182,523.1166666666667,2,0,0,0,0,0,0
UgznFFq7mAhsarEX68V4AaABAg,0.17837836030533416,0.25508943585754834,5,0.0,1,30,0,0,0.4,522.9833333333333,0,0,0,0,0,0,0
Ugx--fWlWqKtPeXwznl4AaABAg,0.19563899569904364,0.2705125909524112,9,0.0,2,60,0,1,0.1111111111111111,522.45,1,0,0,0,0,0,0
UgzQXhIOxm-5m5SzVzl4AaABAg,0.27123919661448365,0.3649541749332174,5,0.0,1,37,0,0,0.0,519.4166666666666,0,0,0,0,0,0,0
UgyXrw0YFo-u7V8WYdx4AaABAg,0.11096944649146841,0.13252601034451886,6,0.0,1,32,0,0,0.0,518.3666666666667,0,0,0,0,0,0,0
UgwanxOG4gNe_TYuuMN4AaABAg,0.1801224245826197,0.20617000871686594,6,0.0,1,32,0,0,0.0,517.3166666666667,2,0,0,0,0,0,0
UgwdeeY8hmAAE4LoH-V4AaABAg,0.3680546580584277,0.34820901570943247,20,0.0,1,99,0,0,0.1,516.75,3,0,0,0,0,0,0
UgwPjvQ33UPJjA8qgN94AaABAg,0.168411457589919,0.2995074248080234,5,0.0,1,26,0,0,0.2,516.15,0,0,0,0,0,0,0
UgxTO3UUcxnRRFwRFBx4AaABAg,0.2905443896777434,0.3743836836511564,23,0.04347826086956519,1,144,4,0,0.08695652173913043,515.6333333333333,1,0,0,0,0,0.0,0
Ugyhe14sJj5iJjJfISt4AaABAg,0.24641917819612813,0.23812888059916676,34,0.0,3,227,9,0,0.058823529411764705,515.5833333333334,4,1,1,0,0,0,1
UgzfQxXNVFgiBdGNibp4AaABAg,0.2894515510471399,0.4246511394776315,9,0.0,1,70,0,0,0.1111111111111111,515.3833333333333,0,0,0,0,0,0,0
UgyNP6JZ4KaLkTwqA294AaABAg,0.21436032641741995,0.20753040246248186,11,0.0,1,73,0,0,0.0,514.6333333333333,1,0,0,0,0,0.0,0
UgzHX_uWMfB8phC_J2R4AaABAg,0.4219148890527859,0.4167963995599072,50,0.040000000000000036,3,280,0,0,0.0,514.5,1,0,0,0,0,0,0
UgwxU9NOIWGUQSPFEDJ4AaABAg,0.16607384335978007,0.21256540886915443,4,0.0,1,25,0,0,0.0,513.6166666666667,0,0,0,0,0,0,0
UgztOe2OGsN_BuRYRzN4AaABAg,0.3608577527814868,0.3537461585958191,19,0.0,1,90,0,1,0.10526315789473684,512.9,1,0,0,0,0,0,0
UgwENvYyxsHynJmW88V4AaABAg,0.0,0.014830133316715031,2,0.0,1,5,0,0,0.0,511.73333333333335,0,0,0,0,0,0,0
UgwsoOqO7bJHKSfXn1V4AaABAg,0.13575177821306306,0.18518188150552695,10,0.0,1,45,0,0,0.2,511.68333333333334,1,0,0,0,0,0,0
UgwXfEtG_P4rhnaNQD94AaABAg,0.45552866633123035,0.4872286287510682,36,0.02777777777777779,6,210,0,1,0.1111111111111111,511.1,3,0,0,0,0,0,0
Ugzp4csvH7-I7flCtCJ4AaABAg,0.33799961696698566,0.4052759388859526,19,0.052631578947368474,3,101,4,1,0.21052631578947367,510.7,0,0,0,0,0,0,0
UgxhsDFeK3WhDeQPXvh4AaABAg,0.5569109229560674,0.6120287495844965,44,0.045454545454545414,4,273,0,1,0.0,510.4166666666667,2,0,0,0,0,0,0
UgzCHBSqI6SMGY593ot4AaABAg,0.24116678557610996,0.2743976078722688,7,0.0,1,49,0,0,0.0,508.8666666666667,0,0,0,0,0,0,0
UgzQaMISyPnjTF9bD2p4AaABAg,0.6386124761867451,0.665462894556675,104,0.13461538461538458,8,600,4,0,0.11538461538461539,508.3666666666667,5,0,0,0,0,0,0
Ugx8RtcnxtkywoyDR_x4AaABAg,0.24868734559702696,0.2930973769773517,7,0.0,1,40,0,0,0.0,507.65,1,0,0,0,0,0,0
UgzlI74iCQJi38MMcEF4AaABAg,0.11307388585016614,0.16018289944233224,3,0.0,1,13,0,0,0.3333333333333333,507.4166666666667,0,0,0,0,0,0,0
Ugwe5BbmgaRR6ToEpEx4AaABAg,0.24417471163492627,0.2739538363744575,10,0.0,1,54,0,1,0.0,507.06666666666666,0,0,0,0,0,0,0
UgzLNbrZZmAyHdiMDbd4AaABAg,0.5160635062274221,0.5078882185986516,85,0.18823529411764706,8,510,5,0,0.058823529411764705,508.28333333333336,7,0,0,0,0,0,0
UgzLpa2LuA33VZGrqsd4AaABAg,0.03514680467984646,0.055651550961497716,11,0.36363636363636365,1,60,0,0,0.0,503.6,0,0,0,0,0,0.01805247386692283,0
UgxdZX4erDLZQ8spYrR4AaABAg,0.30027932414765857,0.3720611559656823,8,0.0,1,45,0,0,0.375,501.53333333333336,0,0,0,0,0,0,0
UgxQPYQw5otsG9VjzIV4AaABAg,0.2601455462497242,0.33578402677805297,15,0.0,1,100,2,0,0.0,501.46666666666664,0,0,0,0,0,0,0
UgySjWeFboDftvx9m0p4AaABAg,0.359058768532896,0.44878735992059077,12,0.0,2,78,0,1,0.16666666666666666,501.03333333333336,1,0,0,0,0,0,0
UgwDZhl1VYALUxDJP9B4AaABAg,0.34836495367440806,0.42114664309202243,13,0.0,2,77,0,0,0.07692307692307693,500.26666666666665,0,0,0,0,0,0,0
UgxlZtKvkJC9vZu39Zx4AaABAg,0.35375996853528857,0.4542442834709934,31,0.16129032258064513,6,184,0,0,0.1935483870967742,498.31666666666666,3,0,0,0,0,0,0
Ugy5eQ694s_uOqNxiEx4AaABAg,0.4640946691758772,0.508710386611569,49,0.1428571428571429,1,275,5,0,0.0,497.0833333333333,2,0,0,0,0,0,0
UgxzqE2VZkb0BwqPGLN4AaABAg,0.3503870013475802,0.4075315251351639,32,0.09375,1,193,0,0,0.15625,496.95,0,0,0,0,0,0,0
UgzdZ03RFuZMiJL0sER4AaABAg,0.24267190374692485,0.2315639575493065,7,0.0,1,35,0,0,0.14285714285714285,496.1166666666667,1,0,0,0,0,0,0
Ugz0RCnW2vXZKnIyGwx4AaABAg,0.4087285361623401,0.46647035737095244,79,0.08860759493670889,2,461,9,1,0.012658227848101266,498.05,1,0,0,0,0,0,0
Ugx99kMoin63kLSWfyl4AaABAg,0.16854831206731916,0.242096826610551,6,0.0,3,37,0,0,0.16666666666666666,495.4,1,0,0,0,0,0,0
Ugzi_1Cguifl9u0ZlOl4AaABAg,0.280392564942503,0.4147108164779064,16,0.0,1,90,0,0,0.125,494.96666666666664,0,0,0,0,0,0,0
Ugxm-K9Dx21dALl2V5d4AaABAg,0.4790834104502397,0.48268117524309256,41,0.12195121951219512,4,233,0,1,0.04878048780487805,494.8333333333333,1,0,0,0,0,0,0
UgzU9EISBGqJD7vRTih4AaABAg,0.45971816241791574,0.4757793456095217,76,0.22368421052631582,1,464,5,1,0.039473684210526314,494.01666666666665,4,0,0,0,0,0,0
Ugyouw5cq4nYwz1EraB4AaABAg,0.43769513056647824,0.5270446414974795,31,0.032258064516129004,5,177,0,0,0.12903225806451613,493.1333333333333,1,0,0,0,0,0,0
UgwUz--vGgEmFMG0YmZ4AaABAg,0.4421494199418766,0.47928125063701765,45,0.15555555555555556,7,280,0,1,0.06666666666666667,492.65,1,0,0,0,0,0,0
UgxCJSYOsU-scP0l_qt4AaABAg,0.2957848549866552,0.35375769798685636,12,0.0,1,67,0,0,0.08333333333333333,491.9,1,0,0,0,0,0,0
Ugx4jyySIwBHIKEQ0nN4AaABAg,0.13994853871294927,0.16007310844567416,6,0.0,2,28,0,1,0.3333333333333333,491.6166666666667,0,0,0,0,0,0,0
UgxHkoXBjLuFU-9ZneF4AaABAg,0.25248366424798513,0.23344619893635063,7,0.0,1,42,0,0,0.0,490.4166666666667,1,0,0,0,0,0.0,0
Ugw8zheBsFfF0j1UYFx4AaABAg,0.4672568951853207,0.4972290522985219,87,0.12643678160919536,2,517,5,0,0.034482758620689655,489.96666666666664,5,0,0,0,0,0,0
UgxQk_p19C0KPvrcbfF4AaABAg,0.35419038381280005,0.41347324213468784,19,0.052631578947368474,5,114,0,1,0.15789473684210525,490.06666666666666,0,0,0,0,0,0,0
Ugxjk0XBmhhYY73KMnN4AaABAg,0.13877286390656252,0.19448515300589334,8,0.0,3,39,0,1,0.125,489.06666666666666,1,0,0,0,0,0,0
Ugy5XE37qvMs0cYDPKZ4AaABAg,0.6055110492814105,0.5837779519024768,76,0.11842105263157898,10,484,0,0,0.013157894736842105,486.7,7,0,0,0,0,0.0,0
Ugzfdf60m_TqXCNlfhZ4AaABAg,0.3493207462856714,0.36785991336878987,16,0.0,5,92,0,1,0.125,484.65,0,0,0,0,0,0,0
UgxrIFTmjg5cmFL8Iu94AaABAg,0.38715486752127637,0.3685658744685881,9,0.0,1,53,0,0,0.1111111111111111,481.8833333333333,0,0,0,0,0,0,0
UgxteqooRQb8RAA0Ckh4AaABAg,0.27474227412495156,0.27243534877180015,3,0.0,1,27,0,0,0.0,480.01666666666665,0,0,0,0,0,0,0
UgxPc8uzpvsE3WpUYKZ4AaABAg,0.47724297369858465,0.4810697754750341,18,0.11111111111111116,1,114,0,0,0.0,479.93333333333334,3,0,0,0,0,0,0
Ugya6Elr3A7lbMihRp94AaABAg,0.22817007486997506,0.22475657836214724,7,0.0,1,42,0,0,0.0,479.8666666666667,0,0,0,0,0,0.0,0
UgzR7X0zHbjGhOpMHf94AaABAg,0.1539735101228874,0.27179389944432386,4,0.0,2,28,0,1,0.0,478.1166666666667,0,0,0,0,0,0,0
UgzDQsdKWhJKjb4E0yJ4AaABAg,0.29981488159898223,0.36778652002269896,11,0.0,2,77,0,1,0.0,477.5,1,0,0,0,0,0,0
