com,sim_content,sin_comment,word_count,duplicate_word_ratio,no_of_sentences,length_of_comment,num_of_punctuations,is_period_sequence,stop_word_ratio,post_coment_gap,black_word_count,is_link,is_youtube_link,is_number,is_mail,comment_duplication,classifier_val 
UgyGGKyp7sb3tdt2FYZ4AaABAg,0.13663963819080022,0.19321231522450028,6,0.0,1,37,0,0,0.3333333333333333,492.93333333333334,0,0,0,0,0,0,0
UgwqIGVWuh521C7I8LF4AaABAg,0.2319310301410143,0.30662716909521914,13,0.0,1,75,1,0,0.07692307692307693,491.85,2,0,0,0,0,0,0
UgwNWetdmP7UpJT2gF14AaABAg,0.2721567077102382,0.29257416873066566,9,0.0,1,57,0,0,0.0,489.81666666666666,1,0,0,0,0,0,0
UgzDvnuUSfthtglL4Q54AaABAg,0.2509507167047618,0.25585223977747995,8,0.0,1,40,1,0,0.125,489.1166666666667,1,0,0,0,0,0,0
UgzeNHzC5lXxH3TmLv14AaABAg,0.14722179283271047,0.22443134623328123,7,0.0,1,38,0,0,0.14285714285714285,487.8,2,0,0,0,0,0,0
Ugyr9Fz_kq5NK6jHBQF4AaABAg,0.21954375837238518,0.27633901628610663,8,0.0,1,51,0,0,0.125,487.48333333333335,0,0,0,0,0,0,0
UgyfaCjkkEI98Um1i5B4AaABAg,0.32654235730104275,0.3320649755296918,10,0.0,1,60,0,1,0.0,485.9166666666667,0,0,0,0,0,0,0
UgxYrk0twoyITS-ZXoF4AaABAg,0.15858025238209117,0.28441205978014816,8,0.125,1,54,0,0,0.125,483.7,0,0,0,0,0,0,0
UgzQwlqQtMm6gRX-T5R4AaABAg,0.19655622535331824,0.27945596760036245,10,0.09999999999999998,1,49,0,0,0.1,483.35,1,0,0,0,0,0,0
UgyB9pJ81qAx_dcvOxl4AaABAg,0.1683292242657661,0.2172051786555848,5,0.0,1,29,0,0,0.0,480.96666666666664,1,0,0,0,0,0.0,0
UgxeuGkvr4aE-EbLXEV4AaABAg,0.35077343209065565,0.2543243717015217,5,0.0,1,25,0,0,0.2,480.55,0,0,0,0,0,0.0,0
UgyEozrC3Q5eOUugoMt4AaABAg,0.22009762822486034,0.2720676258759487,9,0.11111111111111116,1,56,0,0,0.0,479.8666666666667,0,0,0,0,0,0,0
Ugy6M4Y8DP-6KN_sYAV4AaABAg,0.1935549274023686,0.28554576619531225,6,0.0,1,30,0,0,0.16666666666666666,479.65,1,0,0,0,0,0,0
UgzdD5yZS5wD4XF1wHh4AaABAg,0.14177998153127097,0.15402794361152328,3,0.0,1,22,0,0,0.0,479.3,0,0,0,0,0,0,0
UgwMB7GeH-hEYBqNmj94AaABAg,0.21981978909361868,0.19376750588813527,8,0.25,3,43,0,1,0.0,479.1666666666667,0,0,0,0,0,0,0
UgybDpIyPFTk6uKT2LR4AaABAg,0.15865568765325452,0.15808464024838187,4,0.0,1,21,0,0,0.0,477.01666666666665,0,0,0,0,0,0,0
UgwS3XzcVuv-Jh5Qrn54AaABAg,0.18729582937119416,0.14187003581816426,6,0.0,1,37,1,0,0.0,476.3333333333333,0,0,0,0,0,0,0
Ugy9PxA14HcsvMEl8qd4AaABAg,0.32719778467115307,0.341245964359087,5,0.0,1,28,0,0,0.0,475.43333333333334,0,0,0,0,0,0,0
UgwArw_6OC4ZvaY33sp4AaABAg,0.13373928210542607,0.24496817344674793,4,0.0,1,16,0,0,0.25,474.98333333333335,1,0,0,0,0,0,0
UgyRyXrY6rCYjtts5xd4AaABAg,0.19829297911218877,0.21814474252478347,8,0.0,1,43,0,1,0.0,473.51666666666665,1,0,0,0,0,0,0
Ugws2L9ejbZa6oaT44J4AaABAg,0.16837823036879407,0.24481583294051648,6,0.0,1,36,0,0,0.16666666666666666,472.43333333333334,0,0,0,0,0,0,0
UgwIN2Kzp1Tqux1F-Nt4AaABAg,0.23765064593621357,0.17116974104879618,5,0.0,1,33,0,0,0.2,468.96666666666664,0,0,0,0,0,0,0
UgwlBPTR5sqY-EIe5D14AaABAg,0.198409372582415,0.23927650946383963,6,0.0,1,39,0,1,0.16666666666666666,463.5833333333333,1,0,0,0,0,0,0
Ugzc-tgW_ZMqRgD0dWN4AaABAg,0.17789466401103907,0.24352848033542254,12,0.0,1,76,0,0,0.0,461.48333333333335,1,0,0,0,0,0,0
Ugzf8BKBpuzS06EEa8d4AaABAg,0.1811655821407041,0.2996161992799402,9,0.0,1,54,0,0,0.0,460.15,0,0,0,0,0,0,0
Ugxz_aJSb9c209LT-lF4AaABAg,0.10542368974119845,0.11856313357283539,4,0.0,1,24,5,0,0.25,459.43333333333334,0,0,0,0,0,0,0
UgwKL8fxqjphmo0f1Pl4AaABAg,0.28858979944179847,0.36548806509312187,9,0.11111111111111116,1,52,0,0,0.1111111111111111,459.1666666666667,3,0,0,0,0,0,0
UgwKLFeHENJeTNVTlCd4AaABAg,0.048594296562644225,0.11448846518911805,2,0.0,1,12,1,0,0.5,458.1166666666667,0,0,0,0,0,0,0
Ugz96FwiQxPzzMNTgtF4AaABAg,0.2108357598327729,0.24810134165109826,5,0.0,1,30,0,0,0.2,456.3833333333333,0,0,0,0,0,0,0
Ugzj8ys4psMYXfOTEm94AaABAg,0.20691570657826236,0.29359871598482246,4,0.0,1,26,0,1,0.25,454.3,0,0,0,0,0,0,0
Ugy1tIZA8g3KPwGt2eR4AaABAg,0.04603151644601225,0.07427889995454046,3,0.0,1,15,0,0,0.0,452.5,1,0,0,0,0,0,0
UgwZd4KluNkWzJJ5xPh4AaABAg,0.16903487850752616,0.18767469898732267,5,0.0,1,34,0,0,0.0,452.26666666666665,0,0,0,0,0,0,0
UgyH9gLtALd6s3Z4oz14AaABAg,0.2773033105503416,0.30729103946800984,15,0.06666666666666665,1,91,0,1,0.0,451.26666666666665,0,0,0,0,0,0,0
Ugwk-F0uuo66_8Odjtx4AaABAg,0.3150376349013615,0.33985858032938804,8,0.0,1,49,1,0,0.0,449.1,0,0,0,0,0,0,0
UgznAlihmxxhoJwbVzl4AaABAg,0.11361081234225325,0.1664038615131983,7,0.0,2,28,0,1,0.0,448.05,1,0,0,0,0,0,0
UgxDt5LaPcDZ_ZAK2Wt4AaABAg,0.18519209425439592,0.22871735984237404,5,0.0,1,30,0,0,0.2,443.6666666666667,0,0,0,0,0,0,0
Ugx-878NRL4JCBKuZbp4AaABAg,0.2159992053579783,0.3025361357748369,5,0.0,1,25,0,0,0.0,442.5833333333333,1,0,0,0,0,0,0
UgwcZeoyH3sMHxP6_sF4AaABAg,0.21718853120968729,0.2322827886058439,8,0.0,1,46,0,0,0.0,440.9166666666667,1,0,0,0,0,0,0
UgxoIQLX-jSqJd46Wi54AaABAg,0.1428568090325414,0.19909097072959425,9,0.11111111111111116,1,40,0,1,0.0,440.5833333333333,1,0,0,0,0,0,0
UgzeNzoR_yvfKFqrHRt4AaABAg,0.32184568665869284,0.4235124927272289,48,0.16666666666666663,5,249,4,1,0.041666666666666664,440.0833333333333,3,0,0,0,0,0,0
Ugxfy9Up3r1eejkdxvp4AaABAg,0.09670817096758152,0.18042525095379158,6,0.0,1,32,0,0,0.16666666666666666,438.1,0,0,0,0,0,0,0
UgyTNIR--7ZKNvnrpi94AaABAg,0.24079076071766145,0.2804839961251861,8,0.0,1,45,0,1,0.25,437.75,1,0,0,0,0,0,0
UgyGr-n_WM0jPBycKTp4AaABAg,0.21477056464942967,0.2565931635633606,13,0.0,1,80,1,0,0.0,437.5,1,0,0,0,0,0,0
Ugz_CH1emOzL6GVtEO94AaABAg,0.1820232800588072,0.251276646308344,16,0.0,2,105,0,0,0.0,436.5833333333333,1,0,0,0,0,0,0
UgzuaNNm16QIutnwoR94AaABAg,0.19600872556856155,0.2308405091135597,6,0.0,1,27,0,1,0.16666666666666666,435.43333333333334,2,0,0,0,0,0,0
Ugwf1Dptn5NoVNLgjvl4AaABAg,0.23032436463206096,0.328990685511324,26,0.038461538461538436,5,135,0,1,0.11538461538461539,436.6666666666667,1,0,0,0,0,0,0
UgzUYYyqdBxDvS0Ulf54AaABAg,0.3658893309179332,0.40570951456472726,37,0.10810810810810811,6,200,2,1,0.10810810810810811,433.25,6,0,0,0,0,0,0
Ugz_MBL2mnT2LyMtomJ4AaABAg,0.3134204626945449,0.32031796971862614,8,0.0,1,46,0,0,0.0,429.93333333333334,1,0,0,0,0,0,0
UgzTJP013LTFZEytAA54AaABAg,0.2711952726806158,0.3003176684493105,8,0.0,2,41,0,0,0.125,428.0833333333333,2,0,0,0,0,0,0
Ugza3JuKgoufNCxxSLl4AaABAg,0.41109697067061723,0.45838495410970315,33,0.030303030303030276,5,194,7,0,0.0,428.0833333333333,7,1,1,0,0,0.5193502904300803,1
UgwRTt8rHS_uir6ebsN4AaABAg,0.19405127490446672,0.25181902971661946,7,0.0,1,33,0,0,0.0,427.23333333333335,2,0,0,0,0,0.0,0
UgyBh6jO4BdPNIOdqM54AaABAg,0.1462819398056142,0.1736175177504144,2,0.0,1,9,0,0,0.0,426.4,0,0,0,0,0,0.0,0
UgwQlRfbGXhCIchwtP14AaABAg,0.1918191054275666,0.2033672636060007,14,0.2142857142857143,1,73,0,0,0.0,426.0,0,0,0,0,0,0,0
UgzJUZ5Ta2dIWh6A1aJ4AaABAg,0.16559042423017648,0.27591355739307644,10,0.0,1,40,0,0,0.1,425.5833333333333,2,0,0,0,0,0,0
UgwrR1ZumA5s_pfag_14AaABAg,0.32270466484697086,0.3275734646381568,11,0.0,1,78,0,0,0.0,426.05,2,0,0,0,0,0,0
Ugy_JXN5Zp0q8REQQER4AaABAg,0.14161144199422862,0.1883294046757501,4,0.0,1,20,0,0,0.0,424.25,0,0,0,0,0,0.0592541296511353,0
UgyFgMQh3q_JVmtMJ754AaABAg,0.22409012005233628,0.26199873406142354,10,0.0,1,64,0,0,0.1,423.8833333333333,0,0,0,0,0,0.0,0
UgxWndAXJQH_7W-0_z14AaABAg,0.1683037545205656,0.17194780410934773,5,0.0,1,34,0,0,0.0,422.71666666666664,1,0,0,0,0,0.0,0
Ugz1gDj91K1BD05UKd94AaABAg,0.09990664341668207,0.11194893329635011,4,0.0,1,16,0,0,0.25,422.23333333333335,0,0,0,0,0,0,0
Ugzy951ipn9ADAQTbSR4AaABAg,0.28287381001026146,0.3460119663503792,12,0.0,1,68,0,0,0.08333333333333333,422.18333333333334,0,0,0,0,0,0,0
UgxsN-IGtmLPp2rAHEB4AaABAg,0.12549599952563545,0.2343812386845326,3,0.0,1,12,0,0,0.0,422.1166666666667,0,0,0,0,0,0.0,0
UgzOnAQgcrHEOBioJtR4AaABAg,0.17658351514568582,0.1780142411831543,15,0.0,1,67,2,0,0.06666666666666667,422.23333333333335,0,0,0,0,0,0,0
UgzZWu2RVcxMuuYs83t4AaABAg,0.21814533199450534,0.3104903189737369,7,0.0,1,37,0,0,0.14285714285714285,420.6666666666667,0,0,0,0,0,0.04688519356597117,0
UgyrFBLJOX1_0xv_bZN4AaABAg,0.2926641794630484,0.31298707775348233,30,0.033333333333333326,2,192,1,0,0.03333333333333333,420.53333333333336,2,0,0,0,0,0,0
Ugx9qOqXFmbWK1AEQMh4AaABAg,0.282039235301297,0.33811005837332386,14,0.0,1,74,0,0,0.21428571428571427,420.03333333333336,1,0,0,0,0,0.0592541296511353,0
UgwYQhknDG5geC4_1IB4AaABAg,0.10131092146084025,0.20750565096987933,5,0.0,1,17,0,0,0.2,419.03333333333336,1,0,0,0,0,0,0
Ugy5hVp2JndQxEkjvxh4AaABAg,0.1947698566608443,0.21682964703674598,5,0.0,1,29,0,1,0.0,417.78333333333336,0,0,0,0,0,0,0
Ugyp3IFqZhPqBESl3hh4AaABAg,0.41495282152961016,0.5244711016205853,101,0.26732673267326734,10,584,2,1,0.0594059405940594,427.71666666666664,5,0,0,0,0,0,0
UgznySTpMUE5Deg1MLF4AaABAg,0.12074250364063265,0.16785934666730423,3,0.0,1,18,0,0,0.0,416.25,0,0,0,0,0,0,0
UgwOo71XtOx1Qd8aHnh4AaABAg,0.191944910325716,0.2369738112238781,18,0.0,3,101,1,0,0.05555555555555555,415.76666666666665,3,0,0,0,0,0,0
UgwHkFjmaVYWNhYYpNd4AaABAg,0.2910910794426779,0.3146759240478946,7,0.0,1,37,0,0,0.0,413.96666666666664,0,0,0,0,0,0,0
UgyiRFP4KAaIOirbFTZ4AaABAg,0.09425337693253,0.17479873366901416,6,0.0,2,31,0,0,0.0,413.56666666666666,0,0,0,0,0,0,0
UgyGvRwsfqx5XxcugJ94AaABAg,0.0969163077903749,0.19988152588203634,9,0.0,2,51,2,0,0.1111111111111111,412.81666666666666,0,0,0,0,0,0,0
Ugxao1_DLbsoBojrPJh4AaABAg,0.03610109160788559,0.11701347725041036,3,0.0,1,9,0,0,0.0,412.45,1,0,0,0,0,0,0
UgxnzuJ2h8NToSGJ1u14AaABAg,0.22835031925681096,0.2651155868625716,5,0.0,1,28,0,0,0.0,408.51666666666665,0,0,0,0,0,0,0
Ugxi88DvylW9lI_RpKR4AaABAg,0.305743199364605,0.3354655859567028,12,0.0,1,72,0,1,0.0,408.05,1,0,0,0,0,0,0
UgxwQdViFwelhusFfZ94AaABAg,0.3219385979036088,0.3990484899059625,20,0.0,1,108,0,0,0.05,407.65,1,0,0,0,0,0,0
UgwfNXEJlCxXhP0yxlN4AaABAg,0.09110831566431736,0.11908042493153043,7,0.0,1,32,0,0,0.0,405.55,1,0,0,0,0,0,0
UgxTv_FMRL-fdrr54FV4AaABAg,0.08603143864416352,0.10970791913262604,4,0.0,1,17,0,0,0.25,405.35,1,0,0,0,0,0,0
Ugy5RXF_hvkwNmr1pvt4AaABAg,0.27020959303508496,0.27643896603955564,14,0.0,1,96,2,0,0.07142857142857142,404.9166666666667,1,0,0,0,0,0,0
UgxNs-2AGyYgFqGyaQV4AaABAg,0.22034075896235092,0.27730417458259676,23,0.04347826086956519,1,122,0,0,0.08695652173913043,403.93333333333334,2,0,0,0,0,0,0
UgyxYAswMlkffa5QbXJ4AaABAg,0.262955446377654,0.29704140147595093,7,0.0,1,41,0,0,0.0,403.56666666666666,0,0,0,0,0,0,0
UgzmFV0AHFf6xXYDiDR4AaABAg,0.2690306458710669,0.29687360173998706,7,0.0,1,50,0,0,0.14285714285714285,401.15,0,0,0,0,0,0,0
UgxishnGeVOegU5xJOB4AaABAg,0.20833665244512026,0.2642775999175368,6,0.0,1,40,0,0,0.0,396.01666666666665,0,0,0,0,0,0,0
Ugx0nMzqWc8zLX25dH14AaABAg,0.29567545123770744,0.31499849831572374,9,0.0,1,60,0,0,0.1111111111111111,395.95,0,0,0,0,0,0.0,0
UgzUPN-row-NN1exuDR4AaABAg,0.18223769307293772,0.23730132640166904,5,0.0,1,25,0,0,0.2,394.26666666666665,0,0,0,0,0,0,0
Ugz3I8bu0aKBQ-HoTS94AaABAg,0.28768722195420116,0.3053231060066147,9,0.0,1,56,0,0,0.0,393.71666666666664,0,0,0,0,0,0.0,0
UgwsyfswfUZD5x0DfIV4AaABAg,0.24705289404380412,0.289539064034865,6,0.0,1,37,0,0,0.16666666666666666,393.6666666666667,0,0,0,0,0,0,0
UgyuvvQX9G5ny9dnNpt4AaABAg,0.22901510895921579,0.2570906558614852,7,0.0,1,42,0,0,0.0,392.78333333333336,0,0,0,0,0,0.0,0
UgxiDEEexfpRqDZ7pip4AaABAg,0.246809482074662,0.2950262728463803,7,0.0,1,37,0,1,0.2857142857142857,392.4166666666667,0,0,0,0,0,0,0
UgxMWmRrBTmZgpQnFLR4AaABAg,0.2532210136993046,0.325187845319969,21,0.23809523809523814,2,111,0,1,0.047619047619047616,392.0833333333333,5,0,0,0,0,0,0
Ugx4Uimoufc5uXiyolB4AaABAg,0.34303246211839516,0.3865784268830177,11,0.0,2,69,0,1,0.0,391.65,0,0,0,0,0,0,0
Ugyn9oZbmmpTBZ24Hut4AaABAg,0.3308433482690978,0.31049572979797857,15,0.0,2,93,0,0,0.0,390.31666666666666,0,0,0,0,0,0,0
UgwtwyUTC-t0mXq1HlN4AaABAg,0.19066542943382261,0.3229500681038939,15,0.06666666666666665,2,77,0,1,0.06666666666666667,387.21666666666664,3,0,0,0,0,0,0
Ugzl7GQ6rnkTUqFByZd4AaABAg,0.2590329068790936,0.22612348185251277,10,0.0,1,53,0,0,0.1,393.76666666666665,1,0,0,0,0,0,0
UgwWfwaJW7Q0KILE5BR4AaABAg,0.22369422444144424,0.32988953488452993,9,0.0,1,54,2,0,0.0,386.73333333333335,1,0,0,0,0,0,0
UgwPME2l9peZgl4HDiJ4AaABAg,0.19677849925071067,0.24969652318483435,5,0.0,1,20,0,0,0.0,383.1,0,0,0,0,0,0,0
UgzlAz_AVUFR4lgz4EN4AaABAg,0.06873978738765138,0.12267651933118598,5,0.0,1,20,0,0,0.0,379.81666666666666,1,0,0,0,0,0,0
UgxkCbkUZ6DMpAuNKM14AaABAg,0.0834840761393252,0.12553494344132554,4,0.0,1,17,0,0,0.0,379.31666666666666,0,0,0,0,0,0,0
UgwlOKnv9kquq1HGcKx4AaABAg,0.26122495140499025,0.2699068261557809,15,0.06666666666666665,1,71,0,1,0.0,378.9,0,0,0,0,0,0,0
UgwUtUCUlrlNlS0iBvF4AaABAg,0.14222118982171428,0.21516362722038884,6,0.0,1,33,0,0,0.0,378.8833333333333,0,0,0,0,0,0,0
Ugy-kKb98Ii8axqFCzR4AaABAg,0.20307357292347752,0.3256661743404873,6,0.0,1,34,0,0,0.16666666666666666,378.75,1,0,0,0,0,0,0
Ugz0mn44D5ndj_AsqYx4AaABAg,0.25516977117739137,0.27736032295416296,10,0.0,1,51,0,0,0.0,378.4,0,0,0,0,0,0,0
UgzjYp4DdDZIXzD8lQF4AaABAg,0.17524452037612878,0.2545469846463259,8,0.0,1,38,0,0,0.0,377.96666666666664,0,0,0,0,0,0,0
UgySCSGSiPYQu1UnhGJ4AaABAg,0.21124555865391795,0.24378339742385438,9,0.11111111111111116,1,47,1,1,0.2222222222222222,377.56666666666666,0,0,0,0,0,0,0
UgxexKG96AQqNyjDFFd4AaABAg,0.18676396474788476,0.20649319927629636,3,0.0,1,18,1,0,0.0,377.3333333333333,0,0,0,0,0,0,0
UgyihMl5CyVYG2L8FEd4AaABAg,0.3638632281854799,0.37449129354954314,38,0.02631578947368418,2,214,0,0,0.05263157894736842,376.6166666666667,1,0,0,0,0,0,0
UgxgdpR6yZQ-Je_GCrp4AaABAg,0.2945177163490604,0.28769583326707243,13,0.0,1,74,0,0,0.0,375.4166666666667,2,0,0,0,0,0,0
UgyjaH9GEyt20iXIntd4AaABAg,0.22508410021110922,0.27874965012269654,4,0.0,1,20,0,0,0.0,374.21666666666664,0,0,0,0,0,0,0
UgyyPKbKTD9XnAhLl754AaABAg,0.23626190934725985,0.28591458642487927,9,0.0,2,48,0,1,0.0,373.73333333333335,0,0,0,0,0,0,0
UgyvI0WgvJW2Ti4dNZ54AaABAg,0.2320516639696621,0.34425181242053166,11,0.0,1,56,0,0,0.18181818181818182,373.6166666666667,1,0,0,0,0,0,0
UgzpGKh63i1qqKy-ohZ4AaABAg,0.2832897408359565,0.37137069916803706,16,0.0,1,77,0,1,0.0625,372.98333333333335,2,0,0,0,0,0,0
UgybTymaN38X5En7puJ4AaABAg,0.24261413443059746,0.25305468081346744,12,0.0,1,69,0,0,0.0,488.46666666666664,0,0,0,0,0,0,0
UgyVM8HQtbClLW_Zm2F4AaABAg,0.2104786325496419,0.31625670604816286,6,0.0,1,46,0,0,0.0,368.4166666666667,0,0,0,0,0,0,0
UgwIYBUDk2RpQ3toOVp4AaABAg,0.3624703053368367,0.41914399403648117,29,0.10344827586206895,1,167,0,0,0.0,368.05,3,0,0,0,0,0,0
Ugwftuvyt8ZNlZjIPYF4AaABAg,0.08071464351069566,0.16908979931219778,6,0.0,1,29,0,0,0.0,363.8666666666667,0,0,0,0,0,0,0
Ugzs0eBtSNhvUyRGKEt4AaABAg,0.12336182371906626,0.2264426903321785,11,0.0,1,70,1,0,0.0,362.55,2,0,0,0,0,0,0
Ugz3NUh2kE73Xqw9_Lx4AaABAg,0.3156231343499556,0.3605204173545787,9,0.0,1,51,0,0,0.0,362.28333333333336,2,0,0,0,0,0,0
UgwCdZ6wo9uFdD2zNzl4AaABAg,0.1897408841404041,0.24292240141932409,7,0.0,1,38,0,0,0.0,361.98333333333335,0,0,0,0,0,0,0
Ugz-Gj_GvU0FVr-f-gN4AaABAg,0.4158222746345826,0.4565406891792988,40,0.050000000000000044,4,289,12,1,0.025,361.1333333333333,10,0,0,0,0,0,1
UgzHIQLwezEMvZMKTN14AaABAg,0.2595540157308473,0.31513595403967914,16,0.0,2,85,1,1,0.0625,360.9,1,0,0,0,0,0,0
UgxF76SqrtEyIKwr_wF4AaABAg,0.15657388859099064,0.17570033261317544,5,0.0,1,30,1,0,0.2,359.98333333333335,0,0,0,0,0,0,0
Ugyo5VuVvdgLUHcERFF4AaABAg,0.3036415060790615,0.21107791439943302,5,0.0,1,27,0,1,0.0,357.45,0,0,0,0,0,0,0
UgyRVOrb9yp6GDukWLl4AaABAg,0.2584547523709444,0.3445361244744185,10,0.0,1,64,0,0,0.0,356.6166666666667,0,0,0,0,0,0,0
Ugx6J2qxJEJEiBzcYux4AaABAg,0.05146332798750386,0.09412053655788061,4,0.0,1,23,0,0,0.0,356.01666666666665,0,0,0,0,0,0,0
UgwCVPFZouyl349KnyJ4AaABAg,0.16215814008573434,0.29241028564907173,11,0.0,1,68,0,0,0.0,355.03333333333336,3,0,0,0,0,0,0
Ugwd2k6anZY2rOUZRTZ4AaABAg,0.17707477671639582,0.24018268741126186,11,0.0,1,61,0,0,0.09090909090909091,354.9166666666667,1,0,0,0,0,0,0
UgwYKaj_a9TQG3obrcN4AaABAg,0.16545824818254776,0.20239986267931956,9,0.0,1,59,0,0,0.0,353.56666666666666,0,0,0,0,0,0,0
UgxHdIY-rb3BWKxB9px4AaABAg,0.2840034545299893,0.3366537980692781,12,0.0,1,71,0,0,0.0,349.26666666666665,1,0,0,0,0,0,0
Ugwd3kGyPe4YgsGkRHZ4AaABAg,0.38255766379054884,0.3789404502792531,33,0.030303030303030276,1,164,3,0,0.0,347.1166666666667,1,0,0,0,0,0,0
UgxosW_Vm30Wc9Mt4AF4AaABAg,0.17426547126606026,0.1889216820960943,8,0.0,1,45,0,0,0.125,338.93333333333334,0,0,0,0,0,0,0
UgzT_gf6oV2d6y1Pb8x4AaABAg,0.10035414497343599,0.1341039137329812,5,0.0,1,26,0,0,0.2,338.65,0,0,0,0,0,0,0
UgzL63nYPlZa8aMGFzx4AaABAg,0.29433241385591274,0.3473858469464963,9,0.0,2,51,0,1,0.1111111111111111,338.31666666666666,1,0,0,0,0,0,0
Ugyx_ZafaXzX0ILb0w14AaABAg,0.2660784850561934,0.30778941067861193,20,0.0,1,121,0,0,0.0,337.26666666666665,2,0,0,0,0,0,0
UgwSLtIO-aop62A_zHF4AaABAg,0.24915604686405748,0.3443583155459865,11,0.09090909090909094,2,66,1,0,0.0,336.6166666666667,2,0,0,0,0,0,0
Ugx0AVTjSFa1JN4x-gd4AaABAg,0.12812277513266462,0.17986520012477003,3,0.0,1,16,0,0,0.0,334.1666666666667,0,0,0,0,0,0,0
UgxcnNnoxGd3D-7_BHF4AaABAg,0.14442938978951575,0.15827037425078236,7,0.0,1,32,0,0,0.0,966.4166666666666,1,0,0,0,0,0.0,0
Ugx0tiH3wEuQUczZSQF4AaABAg,0.36390769514639054,0.443155481415344,26,0.038461538461538436,2,177,1,0,0.038461538461538464,964.1166666666667,3,0,0,0,0,0.0,0
UgyqGUINb_eDT3TiLLB4AaABAg,0.34748696027922926,0.43957821046795864,19,0.1578947368421053,1,111,1,0,0.10526315789473684,331.3833333333333,4,0,0,0,0,0,0
UgwiyB66Q1oAwc2AN9J4AaABAg,0.2091881295323363,0.19416032262348454,12,0.0,1,61,0,0,0.0,330.7,0,0,0,0,0,0,0
UgyFv3Ju0c5__MrjxOx4AaABAg,0.1981540236268296,0.2428595208244315,5,0.0,1,31,0,0,0.2,329.55,1,0,0,0,0,0,0
Ugx8srRP7MPqxVKEfmR4AaABAg,0.12597305058401345,0.19541067326717207,4,0.0,1,19,0,0,0.25,326.23333333333335,1,0,0,0,0,0,0
Ugy_uaP6PDM_92Ksk_F4AaABAg,0.12442312451977701,0.20254271226222045,6,0.0,1,34,0,0,0.0,325.31666666666666,0,0,0,0,0,0,0
UgwVk2LEBwUWvIXTKC94AaABAg,0.2091744877104082,0.2459442593146595,8,0.125,1,63,0,0,0.0,324.78333333333336,0,0,0,0,0,0,0
UgznTB9KxYfr-88EEid4AaABAg,0.13386866883722975,0.19262597365506573,6,0.0,1,36,0,0,0.16666666666666666,324.51666666666665,0,0,0,0,0,0,0
UgxfU1StBKMxO5KqYdB4AaABAg,0.1822791653462341,0.22946492240527896,4,0.0,1,17,0,0,0.25,324.48333333333335,0,0,0,0,0,0,0
UgzxU21t42wwISYxZtB4AaABAg,0.3067648080167835,0.36441977817741233,25,0.0,4,150,0,1,0.04,323.65,2,0,0,0,0,0.0,0
UgwwTNZwnQ3IvFac3Mp4AaABAg,0.19905137667092784,0.23716722637624002,8,0.0,1,46,0,0,0.0,321.55,3,0,0,0,0,0,0
Ugzxd-V4iT_RPF0hD1h4AaABAg,0.16231198812646797,0.16166325417287516,8,0.0,1,55,0,1,0.0,319.76666666666665,0,0,0,0,0,0,0
UgxBiKNANLcbNEo-EE14AaABAg,0.4525730874924446,0.5189263260484964,96,0.125,1,577,4,0,0.020833333333333332,319.75,9,0,0,0,0,0,0
UgzsfvhNX-3o6oMpxVN4AaABAg,0.31161074745039824,0.28983625830464604,7,0.0,1,39,0,0,0.0,319.68333333333334,0,0,0,0,0,0,0
UgxGiA9_G_eFWpjnm0p4AaABAg,0.10196492567333297,0.20929804690415307,9,0.0,2,48,0,1,0.1111111111111111,318.2,2,0,0,0,0,0,0
UgyweU2JX5ahz7CD82J4AaABAg,0.2578605663119549,0.2985088813443893,7,0.0,1,48,0,0,0.0,317.71666666666664,0,0,0,0,0,0,0
Ugz2auiGgbKa1A4MTM14AaABAg,0.11652321908872211,0.15249496243444563,6,0.0,1,27,0,0,0.3333333333333333,317.28333333333336,1,0,0,0,0,0,0
UgznR-vpWskt0FLgmxF4AaABAg,0.15065691023135105,0.26941784590729095,6,0.0,1,27,0,0,0.0,317.1,3,0,0,0,0,0,0
UgwtHBjEAK00GAqSJ3d4AaABAg,0.12600334523756565,0.1495535571640635,7,0.0,1,52,1,0,0.0,316.43333333333334,0,0,0,0,0,0,0
UgyqEScCFlGW0pogLSp4AaABAg,0.20157453399459072,0.29186048786561064,7,0.0,1,32,1,0,0.14285714285714285,315.98333333333335,2,0,0,0,0,0,0
Ugx3PgycmLPbwp66AmR4AaABAg,0.05530893452438791,0.06604765437544868,3,0.0,1,11,0,0,0.0,314.4166666666667,0,0,0,0,0,0,0
UgxNi84s2YESLoALRTl4AaABAg,0.18607410262516338,0.23313638497178157,14,0.0,1,66,1,0,0.0,313.68333333333334,1,0,0,0,0,0,0
UgxX09SypmHvF3t4aV14AaABAg,0.18756011919589893,0.23009982546479843,5,0.0,1,31,0,0,0.0,311.53333333333336,2,0,0,0,0,0,0
UgwWQTclummCz_sijNR4AaABAg,0.034772687381025666,0.11112277657081057,3,0.0,1,16,1,0,0.0,310.8666666666667,0,0,0,0,0,0,0
Ugxvlh0aYnLXA3lbmiN4AaABAg,0.318807462357411,0.32282817144493253,16,0.0625,1,120,2,0,0.0625,309.71666666666664,0,0,0,0,0,0,0
UgwuTVhJWmd2V19osJ94AaABAg,0.1514062738821679,0.18692700492615197,3,0.0,1,21,0,1,0.0,308.98333333333335,0,0,0,0,0,0,0
