cid,sim_content,sim_comment,word_count,duplicate_word_ratio,no_of_sentences,length_of_comment,num_of_punctuations,is_period_sequence,post_coment_gap,black_word_count,is_link,is_youtube_link,is_number,comment_duplication,is_spam 
UgyN7CAeBazuWw1wSeB4AaABAg,0.1925387754188362,0.2541479683401037,15,0.19999999999999996,1,79,0,0,328195.0,0.0,0,0,0,0,0
UgyFkKsnHpNwN6O-IrZ4AaABAg,0.19539301605950032,0.21877492135262633,15,0.0,1,84,0,1,328088.0,0.13333333333333333,0,0,0,0,0
Ugz4bkf46pvm1jjlOEd4AaABAg,0.1619477215678325,0.16164630137271777,8,0.0,1,39,0,1,327614.0,0.0,0,0,0,0,0
Ugwn2a2EzKYGhc0ngYF4AaABAg,0.10058191353848978,0.0981147192405276,4,0.0,1,26,0,1,326992.0,0.0,0,0,0,0,0
UgxPRo0bUERU-6WrbwZ4AaABAg,0.23909448282400997,0.3249679756253721,12,0.08333333333333337,1,71,0,0,321060.0,0.08333333333333333,0,0,0,0,0
Ugy_eiwOwXykdE0vvUt4AaABAg,0.23611009808197758,0.31433540560428197,11,0.0,1,54,0,0,319418.0,0.0,0,0,0,0,0
UgycrrFzWBKq1DInSZh4AaABAg,0.11784772121807634,0.15579310034867425,5,0.0,1,32,1,0,315369.0,0.0,0,0,0,0,0
UgwNYPo_Pt9TCmQVPTR4AaABAg,0.1892357163706965,0.2060223957117378,9,0.0,1,48,0,0,312559.0,0.0,0,0,0,0,1
UgzxeIhkfNhrwEVIFU14AaABAg,0.11672909557779765,0.20349266124229645,6,0.0,1,43,0,0,311644.0,0.0,0,0,0,0,0
Ugwhksy062rO2D81i714AaABAg,0.23289212392307687,0.21770372834601315,8,0.0,1,44,0,0,311317.0,0.125,0,0,0,0,0
Ugw0HbTJXbpjm1NwBUh4AaABAg,0.24303145584788374,0.2733729240252757,9,0.0,1,51,0,0,311121.0,0.0,0,0,0,0,0
UgyH8LXIweYD3byhi9Z4AaABAg,0.5079836439635013,0.5508516698178396,97,0.09278350515463918,8,542,2,1,307442.0,0.030927835051546393,0,0,0,0,0
UgwF31VnaSQ6QxPaH0h4AaABAg,0.06871842092135373,0.13261456616975853,6,0.0,1,23,0,0,303637.0,0.0,0,0,0,0,0
UgwUYgl3toBtV_bLzP54AaABAg,0.07415672431374516,0.05997510967281902,4,0.0,1,15,1,1,302312.0,0.0,0,0,0,0,0
Ugz5rAf1GwM21SD7h0Z4AaABAg,0.3072946352362032,0.34083684386362667,31,0.09677419354838712,2,160,0,0,300294.0,0.0,0,0,0,0,0
Ugxt1RDmkewM8xYsAdt4AaABAg,0.2713063172960482,0.2902428683631299,17,0.05882352941176472,2,89,0,0,298654.0,0.11764705882352941,0,0,0,0,0
UgwmhKTHnJdH_2iQvA54AaABAg,0.18096029396875848,0.29715515982059965,7,0.0,1,36,0,0,295469.0,0.14285714285714285,0,0,0,0,0
Ugz4jAm8HDI50NSkrrp4AaABAg,0.21008618547595728,0.3385552922581347,16,0.125,1,92,0,0,294772.0,0.0,0,0,0,0,0
Ugwj7QEvbzgzG6GW7-x4AaABAg,0.08767316198203837,0.24350491515874348,7,0.2857142857142857,1,28,0,0,293962.0,0.0,0,0,0,0,0
Ugw2Ayvrt3rLlLh5F7l4AaABAg,0.12401288929832914,0.18814299228053608,6,0.0,1,28,0,0,293953.0,0.0,0,0,0,0,0
Ugw5rX0nu1KHNzQOMtt4AaABAg,0.007919394633830925,0.019659550941625904,2,0.0,1,6,0,1,290767.0,0.0,0,0,0,0,0
UgwaK7V6xItLGV4Mx4R4AaABAg,0.2701741375187476,0.3017299902816295,19,0.10526315789473684,1,103,0,0,285696.0,0.0,0,0,0,0,0
UgwD9nc2MeomXN8bNyN4AaABAg,0.18872023528112788,0.21789753911844567,3,0.0,1,20,0,0,284336.0,0.0,0,0,0,0,0
UgwcsCirJlY2WVAccHJ4AaABAg,0.31748783296837885,0.3586688125199601,18,0.05555555555555558,1,107,0,0,280978.0,0.2222222222222222,0,0,0,0,1
Ugw1ic5lTDVO-CeXk0V4AaABAg,0.08984109976298628,0.13457472971030834,6,0.0,1,25,0,0,279324.0,0.0,0,0,0,0,0
UgzsM8i5nlCgtMProPV4AaABAg,0.15638094128090463,0.18960000329716026,5,0.0,1,21,0,0,279161.0,0.4,0,0,0,0,1
UgxGWPSNpCUuE5qbN5B4AaABAg,0.11485649489469621,0.19220543396531203,8,0.0,1,37,0,1,278963.0,0.0,0,0,0,0,0
UgxUqQdcS9oWarhywn54AaABAg,0.28112123952835033,0.3678889143249929,12,0.0,1,70,0,0,275738.0,0.0,0,0,0,0,0
UgwgueiWdrphJkXw-Mh4AaABAg,0.2730600587222356,0.333119929474441,16,0.0625,2,85,0,1,273785.0,0.0,0,0,0,0,0
UgytTlboiXN7XWOWZJt4AaABAg,0.11646606596940855,0.18923188222176518,13,0.0,2,101,5,0,270523.0,0.07692307692307693,1,0,0,1.0000000000000002,1
UgzrSxnou0GlFmQMlFF4AaABAg,0.11646606596940855,0.18923188222176518,13,0.0,2,101,5,0,270111.0,0.07692307692307693,1,0,0,1.0000000000000002,1
Ugy0KOk_asCF2-r0i4h4AaABAg,0.3879717429891361,0.3765581087010106,22,0.09090909090909094,3,125,0,0,268016.0,0.045454545454545456,0,0,0,0,0
UgwhBWh8uNJmboVol5h4AaABAg,0.2801303210316729,0.3216604731003565,49,0.10204081632653061,5,266,0,0,265744.0,0.061224489795918366,0,0,0,0,0
UgzO8_DrRYGOHQjsskF4AaABAg,0.14351165360304913,0.16456655062456998,20,0.09999999999999998,3,108,0,0,265298.0,0.15,0,0,0,0,0
UgzFxlUUA-vNSiTVJd54AaABAg,0.3756692048608642,0.36501394456527425,24,0.08333333333333337,1,151,3,0,264320.0,0.041666666666666664,0,0,0,0,0
UgwIZw3jNLWet0XYCIV4AaABAg,0.1461930117980939,0.22646143815556483,9,0.2222222222222222,2,62,4,0,263907.0,0.0,0,0,0,0,0
Ugx1SnIKUMD5RVGyrgh4AaABAg,0.23177707548925833,0.23669505246447298,8,0.0,2,43,2,0,263074.0,0.0,0,0,0,0,0
UgwLWl2weOzcpPo6jQd4AaABAg,0.3277994840612673,0.3246980518078742,15,0.0,1,88,0,1,261051.0,0.0,0,0,0,0,0
Ugz_0pu-FNqovqUJ77d4AaABAg,0.3040002965089161,0.2784412436813014,17,0.05882352941176472,1,87,0,0,259309.0,0.0,0,0,0,0,0
UgydeMJawqpgo7IDfDd4AaABAg,0.20781826315222096,0.22949363967887348,7,0.0,1,36,0,0,250246.0,0.0,0,0,0,0,0
Ugx4dkGqvBNgO-w66w14AaABAg,0.21378986019458696,0.29331446244214715,13,0.0,1,65,0,0,245390.0,0.0,0,0,0,0,0
UgxE2hreGP9nIRE5wBt4AaABAg,0.28102201356495826,0.3343761525913302,7,0.0,1,40,0,0,243704.0,0.0,0,0,0,0.0,0
Ugz1rjQF0uueVm58n-d4AaABAg,0.15137407122735594,0.2635227759264542,19,0.0,1,119,4,1,243509.0,0.05263157894736842,0,0,0,0.0,0
UgxMR2ScDUt3nzs81r54AaABAg,0.14502930343345025,0.27782484273917357,3,0.0,1,19,0,0,239786.0,0.0,0,0,0,0,0
Ugy8eO0yp8k9tWtG17Z4AaABAg,0.26225126062759313,0.33946302013110047,13,0.0,1,73,1,0,238311.0,0.15384615384615385,0,0,0,0,0
Ugyx2sbZ7br7TWAnYgx4AaABAg,0.3032352729081651,0.36570912717322007,18,0.0,2,83,0,1,235362.0,0.05555555555555555,0,0,0,0,0
Ugzfd6LhZYMnHcFAC_R4AaABAg,0.19142167561907023,0.24542951235855842,20,0.0,4,125,7,1,234491.0,0.2,1,1,0,0,1
Ugx0Fp9ffgWb8oFNWF14AaABAg,0.16327067058822833,0.20138371875749217,8,0.0,1,30,0,0,233167.0,0.0,0,0,0,0,0
UgzV_ZxnTXgwXbS4APN4AaABAg,0.11672343210949254,0.1519308933846629,6,0.0,1,20,0,0,231563.0,0.0,0,0,0,0,0
UgwTgiYYTm7RKOCX1jZ4AaABAg,0.2549758647903597,0.2825255041447962,13,0.07692307692307687,1,68,0,0,231556.0,0.07692307692307693,0,0,0,0.0,0
UgxpWfLNDw6P4wUnAcZ4AaABAg,0.3092522161998015,0.27433346225603705,12,0.0,1,63,1,0,231437.0,0.0,0,0,0,0.0,0
UgzbcFJE55xF8u_KCj94AaABAg,0.23476388040975313,0.2529354344088672,11,0.0,1,56,0,0,231013.0,0.09090909090909091,0,0,0,0,0
Ugw5CAmeJvyK9W3Kn2d4AaABAg,0.14256716553357612,0.16338463093877234,6,0.0,1,34,0,0,230424.0,0.0,0,0,0,0,0
UgzKJxFBhGywIfS6LT14AaABAg,0.05224666515603693,0.04444475801273891,4,0.0,1,16,0,1,227771.0,0.0,0,0,0,0,0
Ugx1a5--NwhGsxmMuzF4AaABAg,0.15520777015376044,0.1962018263106779,7,0.0,1,32,0,0,226360.0,0.0,0,0,0,0,0
UgykxOrgx0wGI64n8uN4AaABAg,0.21922526289572183,0.22211567924894646,10,0.09999999999999998,1,54,0,0,226182.0,0.1,0,0,0,0,0
Ugy9RSXiswr6n6U1viZ4AaABAg,0.008449326332173983,0.040093096410524665,2,0.0,1,7,0,1,224236.0,0.0,0,0,0,0,0
UgyYBwJKzYOa6MZyW014AaABAg,0.1813747161087229,0.22179280673488308,26,0.11538461538461542,4,160,6,1,223747.0,0.07692307692307693,1,1,0,0,1
Ugwdej0VvQS3Q-XssrF4AaABAg,0.20241721006834273,0.26712608201130233,8,0.0,1,38,0,0,222856.0,0.0,0,0,0,0,0
UgzQ2Z5dZFjjnFVz2QN4AaABAg,0.4003803860493341,0.4238826093188153,33,0.12121212121212122,2,191,1,0,221250.0,0.06060606060606061,0,0,0,0,0
UgzNBOP3-2ufLcIniP94AaABAg,0.19546511435563385,0.25288422118062853,6,0.0,1,31,0,0,219796.0,0.16666666666666666,0,0,0,0,0
Ugz8G_4Hcj6I3B8VM5N4AaABAg,0.2667809247652412,0.28728882116213145,7,0.0,1,44,0,1,219747.0,0.0,0,0,0,0,0
UgxK7VLJgOHovvmpDCl4AaABAg,0.11646606596940855,0.18923188222176518,13,0.0,2,101,5,0,219589.0,0.07692307692307693,1,0,0,1.0000000000000002,1
UgzCOWQJo31eDK4ikY94AaABAg,0.2595752589408153,0.3151018451285547,14,0.0,1,89,0,0,218663.0,0.0,0,0,0,0,0
UgwI9A1b8YzOyZzDY4R4AaABAg,0.09171497637446688,0.19559394505016198,7,0.0,1,35,1,0,218514.0,0.0,0,0,0,0,0
UgxRlCM7OjE5MZBUyat4AaABAg,0.18826319240138037,0.24854623680808816,5,0.0,1,19,0,0,218194.0,0.0,0,0,0,0,0
UgxrdruwhBTCcGWE2O94AaABAg,0.14681966141821878,0.210966968914696,9,0.0,1,48,3,0,218034.0,0.0,0,0,0,0,0
UgywBYHq4N6PPmUWMPp4AaABAg,0.2826874202538318,0.2936177394025559,12,0.08333333333333337,1,81,0,1,217203.0,0.0,0,0,0,0,0
UgwMPNN02ncjcf0LXQp4AaABAg,0.23014922759293993,0.24106296186272275,15,0.06666666666666665,1,88,0,0,217050.0,0.0,0,0,0,0,0
UgxWTwVhuY7EZDJqdJx4AaABAg,0.09146191774468197,0.22293606014658157,7,0.0,1,45,0,0,216122.0,0.0,0,0,0,0,0
UgwPdygh4-9FxRdP-iR4AaABAg,0.3985782739807853,0.36759560115541184,21,0.0,1,109,0,0,216187.0,0.0,0,0,0,0,0
UgwDBF6o1sv_Z3YmZtt4AaABAg,0.4683922324541654,0.4811103839315602,236,0.3347457627118644,16,1438,8,0,213685.0,0.0211864406779661,0,0,0,0,1
Ugy5utf2tK-KQ1EAH6F4AaABAg,0.18209947873273216,0.2947369345896391,9,0.0,1,52,0,1,211501.0,0.1111111111111111,0,0,0,0,0
UgyNVFmWlPR5WD4I-Rt4AaABAg,0.4823014879392927,0.4419146628160511,56,0.1428571428571429,8,310,1,1,211340.0,0.017857142857142856,0,0,0,0,0
UgzhszqsR_bAhriN9zx4AaABAg,0.21801068973645846,0.21072513058668194,7,0.0,1,41,0,0,211329.0,0.0,0,0,0,0,0
Ugy5JaAcdTaIVJgZblV4AaABAg,0.2010447189076336,0.28834989532742744,6,0.0,1,33,0,0,210513.0,0.0,0,0,0,0,0
UgxdRtRU6Kvm_6PmfeZ4AaABAg,0.17703433023637372,0.18452197700834794,4,0.0,1,23,0,1,208735.0,0.0,0,0,0,0,0
UgzOd9g9GyrIupTdPgt4AaABAg,0.30444734088734954,0.36180579374049987,31,0.12903225806451613,3,187,0,0,208755.0,0.0,0,0,0,0,0
UgztbvvqYw67Ltm4S_R4AaABAg,0.21364930712597024,0.3077721616743155,7,0.0,1,45,1,0,208586.0,0.0,0,0,0,0.04721110887938323,0
UgzcFAiVLYYUeQp8idx4AaABAg,0.13687921325353417,0.19135313390447217,5,0.0,1,32,0,0,208154.0,0.0,0,0,0,0,0
Ugzg1mzpe66p_yri7DV4AaABAg,0.24944722780537745,0.30090798851129763,10,0.0,1,56,0,1,207988.0,0.0,0,0,0,0,0
Ugy4fz70v40WPLXgUTp4AaABAg,0.2924771381766392,0.3067117377260514,20,0.050000000000000044,1,128,0,0,207004.0,0.05,0,0,0,0,0
Ugx_Ajv6f2ZB4k7No894AaABAg,0.09983336692919076,0.10259900583828738,5,0.0,1,22,0,0,205155.0,0.0,0,0,0,0,0
Ugz6iOe3XvfGJ3X8-1Z4AaABAg,0.1654896143175025,0.1842712471223671,5,0.0,1,22,0,0,204757.0,0.0,0,0,0,0,0
UgzYTK6qP9OW-UzAQvh4AaABAg,0.26002064452568063,0.33776317866594296,6,0.0,3,32,0,1,203871.0,0.0,0,0,0,0,0
Ugz6-BhxRqbqfddUE6p4AaABAg,0.2788564227113114,0.3804393578752681,7,0.0,1,41,0,0,199671.0,0.0,0,0,0,0,0
UgyaxLM2qEO6XAdWjW54AaABAg,0.449089828109201,0.48544158104764773,87,0.22988505747126442,11,466,0,1,199535.0,0.04597701149425287,0,0,0,0,0
UgwpSwLIXsedYWfqM4N4AaABAg,0.20531183502338707,0.26192351453644463,5,0.0,1,33,0,0,199239.0,0.0,0,0,0,0,0
UgzAkHic7A0evORwMN94AaABAg,0.23873230644085014,0.3040785359702294,10,0.0,1,55,0,0,198891.0,0.1,0,0,0,0.0,0
Ugza1FBh3BblUTs5DK94AaABAg,0.1194062606258479,0.2041854374482202,7,0.0,1,44,0,0,198823.0,0.0,0,0,0,0.0,0
UgxUmzLpFnoPh9BDk_h4AaABAg,0.09976113586470853,0.23210952682258465,4,0.0,1,15,0,0,197673.0,0.0,0,0,0,0,0
UgwNCeXCjYgv0HdDvVJ4AaABAg,0.17841498902269504,0.18680177404738654,5,0.0,1,26,0,0,197505.0,0.0,0,0,0,0,0
UgyrJpFOeY8Ac287omR4AaABAg,0.2392382593286088,0.2692376780133359,9,0.0,1,50,0,1,197338.0,0.0,0,0,0,0,0
UgzqY24QAcVEupwjYWd4AaABAg,0.2041457561557613,0.2610907254870726,2,0.0,1,14,0,0,197099.0,0.0,0,0,0,0,0
UgyNRBi6D3RbGp0oFTp4AaABAg,0.30489530147226673,0.2934528897417953,50,0.12,4,294,8,0,196976.0,0.0,0,0,0,0,1
UgwaLMuNbGxqEPhJiPR4AaABAg,0.2527362153302804,0.27640954660123185,10,0.0,2,51,0,1,195694.0,0.0,0,0,0,0,0
UgxDQ4pCfstEh4OxlMx4AaABAg,0.1637264774485624,0.20777729231139558,11,0.0,1,61,0,0,194958.0,0.09090909090909091,0,0,0,0,0
UgzJhSwWhEJrLcqz8qV4AaABAg,0.24160666885371745,0.3003245994710328,16,0.0,1,86,0,1,194072.0,0.0625,0,0,0,0,0
UgzaR9eGtjVfToY_QN54AaABAg,0.47611906939887305,0.5171070903677253,93,0.19354838709677424,7,572,6,1,194019.0,0.13978494623655913,1,0,0,0,1
UgysJ0ujmkrxDEPX6qN4AaABAg,0.22288225526447306,0.2488161574448089,14,0.0714285714285714,1,82,4,0,193352.0,0.07142857142857142,0,0,0,0,0
UgwJIJuS-N1HZm0Fvn94AaABAg,0.3237104427417533,0.31809741464501723,25,0.040000000000000036,3,145,0,0,192765.0,0.04,0,0,0,0,0
UgxnO3nFhQfJBeEYnwB4AaABAg,0.18188417229969808,0.21997470836616356,10,0.0,1,63,0,0,192439.0,0.0,0,0,0,0,0
Ugxq3R_JY-A_6rjU8_54AaABAg,0.4388600964071505,0.49021773284835707,41,0.09756097560975607,3,256,4,0,192366.0,0.07317073170731707,1,1,0,0.9999999999999999,1
Ugznm3vIzUGFM1jnaRp4AaABAg,0.4388600964071505,0.49021773284835707,41,0.09756097560975607,3,256,4,0,192247.0,0.07317073170731707,1,1,0,0.9999999999999999,1
UgwrnDPURO3Fmubkc-x4AaABAg,0.4388600964071505,0.49021773284835707,41,0.09756097560975607,3,256,4,0,192243.0,0.07317073170731707,1,1,0,0.9999999999999999,1
Ugxl1KIILQe4cq1a2Rd4AaABAg,0.4388600964071505,0.49021773284835707,41,0.09756097560975607,3,256,4,0,192239.0,0.07317073170731707,1,1,0,0.9999999999999999,1
UgwbYjWhddDRIiaWPPF4AaABAg,0.4388600964071505,0.49021773284835707,41,0.09756097560975607,3,256,4,0,192234.0,0.07317073170731707,1,1,0,0.9999999999999999,1
UgzNtR3ZSK8Niw6cL0x4AaABAg,0.22022678974839527,0.2627085563374472,6,0.0,1,39,0,0,191404.0,0.0,0,0,0,0,0
UgzYLBQQO61HGEb8N1p4AaABAg,0.15827457788379382,0.23810189444342056,5,0.0,1,25,0,0,190766.0,0.0,0,0,0,0,0
UgynMXk5ymhF9SIUuMB4AaABAg,0.19569141273030158,0.22295309355782644,9,0.0,1,51,0,0,189956.0,0.0,0,0,0,0,0
UgzJLSN7NVh_4tai7pF4AaABAg,0.19391284150090163,0.29763216769299755,6,0.0,2,24,0,0,188886.0,0.0,0,0,0,0,0
UgzChj4w60uGLs4YLLV4AaABAg,0.5675225446621663,0.5609167573929683,124,0.2338709677419355,6,686,5,1,188333.0,0.016129032258064516,0,0,0,0,0
UgwZ_0YILXUMQIAT4Ah4AaABAg,0.31330444317350714,0.3815015173788615,17,0.0,2,107,0,0,187938.0,0.0,0,0,0,0,0
UgzBBigW8f4QluIojPh4AaABAg,0.2059608094873496,0.2450306976893547,7,0.0,1,38,1,1,187672.0,0.0,0,0,0,0,0
Ugzz3PtbrwDnC2-mowN4AaABAg,0.07831560168995812,0.12575322340727604,6,0.0,1,30,1,0,185967.0,0.0,0,0,0,0,0
UgxjHrH_ZyLgb_Tw_QJ4AaABAg,0.27410268830536844,0.2647625756354234,8,0.0,1,47,0,0,185776.0,0.125,0,0,0,0,0
Ugy764Y_PMUuhk4XqWN4AaABAg,0.13666292903707514,0.1863663526923356,3,0.0,1,17,0,0,185560.0,0.0,0,0,0,0,0
UgwL_3kfBl4BHZhoJmV4AaABAg,0.2257225704834002,0.2541836939628682,6,0.0,1,32,0,0,184115.0,0.0,0,0,0,0,0
UgyCswPHsC0gZpR0-FB4AaABAg,0.3880902644760999,0.40816510114892285,44,0.06818181818181823,4,269,2,0,183977.0,0.045454545454545456,0,0,0,0,0
UgwHA6NbGBz9ZVcmtQp4AaABAg,0.07676013166819654,0.14464708577490304,6,0.0,1,32,2,0,183668.0,0.0,0,0,0,0.0,0
Ugx6Vgpl1ddsoqz48ud4AaABAg,0.23894641650262324,0.2690093764868705,13,0.0,1,85,0,0,183018.0,0.0,0,0,0,0.0,0
Ugyp33aV4tEuiWUGBB54AaABAg,0.40444532493602037,0.4265728327773132,33,0.0,1,192,0,0,182905.0,0.030303030303030304,0,0,0,0,0
UgyKf2jEQ45TG_63RYl4AaABAg,0.20470058178845715,0.21639605154166822,13,0.0,1,69,0,0,182435.0,0.07692307692307693,0,0,0,0.0,0
Ugzxe7C8UM4diO6-nJR4AaABAg,0.2282458894855764,0.2732706380571809,18,0.16666666666666663,1,101,0,0,180864.0,0.05555555555555555,0,0,0,0,1
UgyYgDpTTnv8_4SD9r94AaABAg,0.12766863399422937,0.17486779508903363,9,0.0,2,44,1,1,180347.0,0.0,0,0,0,0,0
Ugx27myEbhunnQL_jRh4AaABAg,0.26413687529276014,0.3084173985160128,8,0.0,1,42,0,0,179616.0,0.125,0,0,0,0,0
UgyL7D4HK3LKWmLMwdt4AaABAg,0.30113194616251476,0.325721953494635,11,0.0,3,62,0,1,178219.0,0.09090909090909091,0,0,0,0,0
UgzKOdlCArEV4T3q36p4AaABAg,0.251140659998457,0.3448323718256664,20,0.050000000000000044,1,109,0,0,177679.0,0.0,0,0,0,0,0
Ugyn-MtRl9KR3IFodz14AaABAg,0.166699322094061,0.1533173026769674,5,0.0,1,23,0,1,176196.0,0.0,0,0,0,0,0
UgzQ60jRmUbJV4LMha54AaABAg,0.16683462049016784,0.21028530539319118,9,0.0,1,43,0,0,175651.0,0.0,0,0,0,0,0
UgymEhFyqrlsw4w1yPp4AaABAg,0.2545949867132364,0.30218165496140514,11,0.0,2,59,0,1,175349.0,0.0,0,0,0,0,0
UgxEENt3_8Za1W1SFH94AaABAg,0.13596148045966497,0.2146345122888052,9,0.0,2,41,0,0,175063.0,0.0,0,0,0,0,0
UgxqpIlBvTjdj5GuIqR4AaABAg,0.2800403450530364,0.3160465760338575,10,0.0,1,47,0,0,174071.0,0.0,0,0,0,0,0
Ugw4jYF0C_wH7Oz6DMF4AaABAg,0.34345322169401343,0.34847786787368645,16,0.0,3,83,0,1,173907.0,0.0625,0,0,0,0,0
Ugw8bXEfC1ccS7dx4x14AaABAg,0.18570915757681042,0.2129054679958895,3,0.0,1,21,0,1,173064.0,0.0,0,0,0,0,0
Ugwjz_tQV9eJHXnxdt14AaABAg,0.1730671721253273,0.1990371988404934,8,0.0,1,51,0,0,171887.0,0.0,0,0,0,0,0
Ugwl2Ll4h-qbRs2Octp4AaABAg,0.2945679499183844,0.349381769867543,18,0.16666666666666663,1,108,2,0,161476.0,0.1111111111111111,0,0,0,0,0
UgwVly50sB49Uu2Pegp4AaABAg,0.2143044064552501,0.21509483327755627,5,0.0,1,26,0,0,161260.0,0.0,0,0,0,0,0
UgzTRObPCCNvef0Pxx14AaABAg,0.2645930545534037,0.23247995159696944,8,0.0,1,54,0,0,159891.0,0.0,0,0,0,0,0
Ugz1P-BsHGDkRMFg_CF4AaABAg,0.2606938695781291,0.3263179895434314,14,0.0,1,84,1,1,158774.0,0.0,0,0,0,0,0
Ugzq1WOAawxOnhM7J3V4AaABAg,0.2704397573235747,0.2814683375730639,11,0.0,1,61,0,0,154568.0,0.0,0,0,0,0,0
UgzRWVsXjykxzJseVp14AaABAg,0.12679188582916315,0.23271278575940346,5,0.0,1,28,1,0,154454.0,0.0,0,0,0,0,0
UgxFdVxRPHMQxaw-htN4AaABAg,0.2940421391601929,0.26289043843553384,6,0.0,1,38,0,0,154235.0,0.0,0,0,0,0,0
UgwOG7JFLc7GHZyelg94AaABAg,0.06858036643953988,0.15182956547360676,4,0.0,1,25,0,0,153896.0,0.0,0,0,0,0.0703161642157211,0
UgzuTy0-Yj1Ddy9ONwR4AaABAg,0.29399565871269695,0.27519682707977217,8,0.0,1,46,0,0,153671.0,0.0,0,0,0,0.0703161642157211,0
UgxDznqW6zKcCQMyfzF4AaABAg,0.3824342697454897,0.37548159877815257,14,0.0,1,90,0,0,152835.0,0.0,0,0,0,0,0
UgwpS2ikD9FKIgl977R4AaABAg,0.28251834139500254,0.3546604355892421,36,0.2777777777777778,5,191,0,1,151059.0,0.0,0,0,0,0,0
UgyVVkNu-OAQaL3VFER4AaABAg,0.2201838349906906,0.3189812041857915,9,0.0,1,46,0,1,150806.0,0.2222222222222222,0,0,0,0,0
UgzCvvgPbUhRrhNslJl4AaABAg,0.22539476349332188,0.33312034827988746,12,0.0,2,64,0,0,150401.0,0.0,0,0,0,0,0
Ugzo44VTmpvOrDLKvVZ4AaABAg,0.5559943437222473,0.585832062358045,69,0.1159420289855072,7,427,0,0,149599.0,0.028985507246376812,0,0,0,0,0
UgyJnzKLpsukvddJKhZ4AaABAg,0.28459920314465936,0.31768077156213764,19,0.0,3,100,1,0,148442.0,0.0,0,0,0,0,0
Ugza9HBHSwEkW22bqUx4AaABAg,0.08028469570494828,0.1042164862070006,3,0.0,1,12,0,0,147857.0,0.0,0,0,0,0.0,0
UgzR289CbDet2cNeMeB4AaABAg,0.17905862104558276,0.23962022842700656,8,0.125,2,38,0,0,147801.0,0.0,0,0,0,0.0,0
UgxpdI5iTeHwXQiqsJF4AaABAg,0.19392969273387567,0.24933679893097696,10,0.0,1,48,0,0,146463.0,0.2,0,0,0,0,0
Ugycb2bG9In6zkZ7hTx4AaABAg,0.16739270969746342,0.2388203838191209,6,0.0,1,38,0,0,146346.0,0.0,0,0,0,0,0
UgxjoD7_mQz_uvpydf54AaABAg,0.005930740719639443,0.053151489675173566,6,0.0,1,27,0,0,144894.0,0.0,0,0,0,0,0
Ugxc2xP7jhVxozcpQ014AaABAg,0.2570959181459622,0.35855869236289223,6,0.0,1,35,0,0,144455.0,0.0,0,0,0,0,0
Ugy7lNwCH6COMJ8s8KN4AaABAg,0.18344043993820705,0.2393724983329828,9,0.11111111111111116,2,51,1,0,142177.0,0.0,0,0,0,0,0
UgxGYlHp_-2mrx8UZpV4AaABAg,0.13893238319625187,0.19568633168378366,5,0.0,1,36,0,0,141831.0,0.0,0,0,0,0,0
UgzmWaODzFIjD0MWya94AaABAg,0.25348372670309616,0.3353489517337663,7,0.0,1,33,0,1,140435.0,0.0,0,0,0,0,0
Ugyqe0KE1OlyvUnfATN4AaABAg,0.5909522239323102,0.609762716481922,129,0.1937984496124031,9,740,2,1,140310.0,0.031007751937984496,0,0,0,0,0
Ugw_2L4ok1DruL7I74x4AaABAg,0.21477056464942967,0.25455119107728097,13,0.0,1,80,1,0,140284.0,0.0,0,0,0,0,0
Ugxb15N4EnNnMu77ceF4AaABAg,0.25040048775752816,0.2790899204141355,12,0.0,2,68,0,1,139878.0,0.0,0,0,0,0,0
Ugynkd-5_ybc45vpHXV4AaABAg,0.07459022627623235,0.1435936037236314,5,0.0,1,23,0,0,139508.0,0.0,0,0,0,0,0
UgwY_bXxWRNlSUKWAfh4AaABAg,0.2818905048403309,0.307428593896377,6,0.0,1,31,0,0,139436.0,0.0,0,0,0,0,0
UgwoeskcrI6KexpgW5Z4AaABAg,0.15603413631737842,0.23105698221112908,4,0.0,1,18,0,0,139103.0,0.0,0,0,0,0,0
UgzZ3rGadOd4lb18VeF4AaABAg,0.2013760661279061,0.19122372948542923,7,0.0,1,36,0,1,138826.0,0.0,0,0,0,0,0
Ugym6FFdZD2aZEPTdb14AaABAg,0.14906069905412778,0.2053735009652779,6,0.0,1,30,0,0,138687.0,0.0,0,0,0,0,0
UgyjDKmRscTyVxIRkPF4AaABAg,0.19721267437915488,0.1908167109065603,3,0.0,1,15,0,0,138522.0,0.0,0,0,0,0,0
Ugwezl3mjqkZYTKVb354AaABAg,0.17526761581734085,0.24001068575169787,21,0.23809523809523814,1,110,1,0,137828.0,0.0,0,0,0,0,0
UgyKdIhXBExLt0xw87J4AaABAg,0.16771706665953603,0.22285259113973058,8,0.0,1,51,1,0,137761.0,0.0,0,0,0,0,0
UgwySXxH3ExTtXkHB3N4AaABAg,0.21328056774485682,0.2679019340689147,16,0.0,2,90,0,1,136266.0,0.125,0,0,0,0,0
UgzrW7cBddlxuuEIbm14AaABAg,0.14704893945173358,0.14901444989454107,3,0.0,1,15,0,0,135805.0,0.0,0,0,0,0,0
UgwbF2p1sOqqhDOKFHd4AaABAg,0.19568555722442568,0.20546282436164412,12,0.08333333333333337,1,63,0,0,135579.0,0.0,0,0,0,0,0
